Risk Level,Initial Capital,Final Capital,Absolute Return,Percent Return,Total Trades,Winning Trades,Losing Trades,Win Rate,Total Profit,Timestamp
3.0,1000,3641.6360181384234,2641.6360181384234,264.1636018138423,283,110,168,38.869257950530034,2641.636018138425,20250227_144933
