Symbol,Entry Date,Exit Date,Entry Price,Exit Price,Position Size,Stop Loss,Take Profit,Exit Reason,Profit/Loss $,Profit/Loss %,Capital After Trade,Trade Duration
META,2024-04-03,2024-04-04,505.3472595214844,525.5611499023438,5.308495785838021,495.24031433105466,525.5611499023438,Take Profit,107.30535190218397,4.00000000000001,1895.72788360525,1
META,2024-04-05,2024-04-09,525.890625,515.3728125,5.407192465938858,515.3728125,546.92625,Stop Loss,-56.8718365081575,-1.9999999999999982,1838.8560470970926,4
META,2024-04-10,2024-04-12,518.4013061523438,508.03328002929686,5.320750619087082,508.03328002929686,539.1373583984375,Stop Loss,-55.165681412912775,-2.0000000000000027,1783.6903656841798,2
META,2024-05-15,2024-05-17,480.2165222167969,470.6121917724609,5.571519147603115,470.6121917724609,499.42518310546876,Stop Loss,-53.5107109705254,-2.000000000000007,1730.1796547136544,2
META,2024-05-24,2024-05-30,476.9056396484375,467.3675268554687,5.441893041951947,467.3675268554687,495.981865234375,Stop Loss,-51.90538964140963,-2.0000000000000053,1678.2742650722448,6
META,2024-06-05,2024-06-27,493.6993713378906,513.4473461914063,5.099077583968472,483.8253839111328,513.4473461914063,Take Profit,100.69645590433468,4.0000000000000036,1778.9707209765795,22
META,2024-07-02,2024-07-05,508.6041564941406,528.9483227539063,5.2466265707673365,498.4320733642578,528.9483227539063,Take Profit,106.73824325859476,4.0000000000000036,1885.7089642351743,3
META,2024-07-10,2024-07-11,533.7498168945312,523.0748205566406,5.299418110923071,523.0748205566406,555.0998095703126,Stop Loss,-56.57126892705523,-2.000000000000007,1829.1376953081192,1
META,2024-08-08,2024-08-13,508.73394775390625,529.0833056640626,5.393205142050803,498.5592687988281,529.0833056640626,Take Profit,109.74826171848714,4.00000000000001,1938.8859570266063,5
META,2024-08-15,2024-08-16,536.38525390625,525.657548828125,5.4220896535836145,525.657548828125,557.8406640625,Stop Loss,-58.166578710798184,-2.0000000000000075,1880.7193783158082,1
META,2024-08-19,2024-08-26,528.3494262695312,517.7824377441406,5.339419193453531,517.7824377441406,549.4834033203125,Stop Loss,-56.421581349474245,-2.000000000000011,1824.2977969663339,7
META,2024-09-19,2024-10-01,558.6493530273438,580.9953271484375,4.89832607989354,547.4763659667968,580.9953271484375,Take Profit,109.45786781797948,3.9999999999999947,1933.7556647843132,12
META,2024-10-03,2024-10-21,582.30029296875,570.654287109375,4.981336145973971,570.654287109375,605.5923046875,Stop Loss,-58.012669943529396,-2.0000000000000013,1875.742994840784,18
META,2024-12-06,2024-12-09,623.2672729492188,610.8019274902343,4.514298462917061,610.8019274902343,648.1979638671875,Stop Loss,-56.27228984522352,-2.0000000000000067,1819.4707049955605,3
META,2024-12-10,2024-12-18,618.8208618164062,606.4444445800781,4.410332983090413,606.4444445800781,643.5736962890625,Stop Loss,-54.5841211498668,-2.0000000000000067,1764.8865838456936,8
META,2025-01-15,2025-01-17,617.1199951171875,604.7775952148437,4.289813807225315,604.7775952148437,641.804794921875,Stop Loss,-52.94659751537081,-2.000000000000008,1711.9399863303229,2
META,2025-01-21,2025-01-24,616.4600219726562,641.1184228515625,4.1655742269842975,604.1308215332031,641.1184228515625,Take Profit,102.71639917981888,4.000000000000002,1814.6563855101417,3
META,2025-01-27,2025-01-30,659.8800048828125,686.275205078125,4.124969021827843,646.6824047851562,686.275205078125,Take Profit,108.87938313060852,4.000000000000008,1923.5357686407501,3
META,2025-01-31,2025-02-03,689.1799926757812,675.3963928222656,4.186574891355692,675.3963928222656,716.7471923828125,Stop Loss,-57.706073059222504,-2.0,1865.8296955815276,3
META,2025-02-04,2025-02-14,704.1900024414062,732.3576025390626,3.974416753531178,690.1062023925781,732.3576025390626,Take Profit,111.94978173489166,4.000000000000008,1977.7794773164194,10
AMZN,2024-03-27,2024-04-08,179.8300018310547,187.02320190429688,16.49707604831001,176.2334017944336,187.02320190429688,Take Profit,118.66676863898563,4.000000000000004,2096.446245955405,12
AMZN,2024-04-11,2024-04-12,189.0500030517578,185.26900299072264,16.63406145554069,185.26900299072264,196.61200317382813,Stop Loss,-62.89338737866215,-2.0000000000000084,2033.5528585767431,1
AMZN,2024-05-09,2024-05-13,189.5,185.71,16.096724474222274,185.71,197.08,Stop Loss,-61.00658575730229,-1.9999999999999958,1972.546272819441,4
AMZN,2024-06-20,2024-06-26,186.10000610351562,193.54400634765625,15.899082816705324,182.3780059814453,193.54400634765625,Take Profit,118.35277636916645,4.0,2090.8990491886075,6
AMZN,2024-06-27,2024-06-28,197.85000610351562,193.8930059814453,15.852153030220048,193.8930059814453,205.76400634765625,Stop Loss,-62.726971475658225,-2.000000000000007,2028.1720777129492,1
AMZN,2024-07-01,2024-07-11,197.1999969482422,193.25599700927734,15.42727263514056,193.25599700927734,205.0879968261719,Stop Loss,-60.84516233138847,-2.0000000000000036,1967.3269153815606,10
AMZN,2024-08-23,2024-08-27,177.0399932861328,173.49919342041017,16.668495735327696,173.49919342041017,184.12159301757814,Stop Loss,-59.019807461446824,-1.999999999999995,1908.3071079201138,4
AMZN,2024-08-30,2024-09-04,178.5,174.93,16.036194184202667,174.93,185.64000000000001,Stop Loss,-57.24921323760341,-1.9999999999999962,1851.0578946825103,5
AMZN,2024-09-05,2024-09-06,177.88999938964844,174.33219940185546,15.608448207040311,174.33219940185546,185.0055993652344,Stop Loss,-55.53173684047531,-2.000000000000004,1795.526157842035,1
AMZN,2024-09-12,2024-09-24,187.0,194.48000000000002,14.402616239374575,183.26,194.48000000000002,Take Profit,107.73156947052209,4.00000000000001,1903.257727312557,12
